Tempo Decorrido,Ocupacao
10400.000000,0.98
10500.000000,0.99
10600.000000,0.99
10700.000000,0.99
10800.000000,0.99
10900.000000,0.99
11000.000000,0.99
11100.000000,0.99
11200.000000,0.99
11300.000000,0.99
11400.000000,0.99
11500.000000,0.99
11600.000000,0.99
11700.000000,0.99
11800.000000,0.99
11900.000000,0.99
12000.000000,0.99
12100.000000,0.99
12200.000000,0.99
12300.000000,0.99
12400.000000,0.99
12500.000000,0.99
12600.000000,0.99
12700.000000,0.99
12800.000000,0.99
12900.000000,0.99
13000.000000,0.99
13100.000000,0.99
13200.000000,0.99
13300.000000,0.99
13400.000000,0.99
13500.000000,0.99
13600.000000,0.99
13700.000000,0.99
13800.000000,0.99
13900.000000,0.99
14000.000000,0.99
14100.000000,0.99
14200.000000,0.99
14300.000000,0.99
14400.000000,0.99
14500.000000,0.99
14600.000000,0.99
14700.000000,0.99
14800.000000,0.99
14900.000000,0.99
15000.000000,0.99
15100.000000,0.99
15200.000000,0.99
15300.000000,0.99
15400.000000,0.99
15500.000000,0.99
15600.000000,0.99
15700.000000,0.99
15800.000000,0.99
15900.000000,0.99
16000.000000,0.99
16100.000000,0.99
16200.000000,0.99
16300.000000,0.99
16400.000000,0.99
16500.000000,0.99
16600.000000,0.99
16700.000000,0.99
16800.000000,0.99
16900.000000,0.99
17000.000000,0.99
17100.000000,0.99
17200.000000,0.99
17300.000000,0.99
17400.000000,0.99
17500.000000,0.99
17600.000000,0.99
17700.000000,0.99
17800.000000,0.99
17900.000000,0.99
18000.000000,0.99
18100.000000,0.98
18200.000000,0.98
18300.000000,0.98
18400.000000,0.98
18500.000000,0.98
18600.000000,0.98
18700.000000,0.98
18800.000000,0.98
18900.000000,0.98
19000.000000,0.98
19100.000000,0.98
19200.000000,0.98
19300.000000,0.98
19400.000000,0.98
19500.000000,0.98
19600.000000,0.98
19700.000000,0.98
19800.000000,0.98
19900.000000,0.98
20000.000000,0.98
20100.000000,0.98
20200.000000,0.98
20300.000000,0.98
20400.000000,0.98
20500.000000,0.98
20600.000000,0.98
20700.000000,0.98
20800.000000,0.98
20900.000000,0.98
21000.000000,0.98
21100.000000,0.98
21200.000000,0.98
21300.000000,0.98
21400.000000,0.98
21500.000000,0.98
21600.000000,0.98
21700.000000,0.98
21800.000000,0.98
21900.000000,0.98
22000.000000,0.98
22100.000000,0.98
22200.000000,0.98
22300.000000,0.98
22400.000000,0.98
22500.000000,0.98
22600.000000,0.98
22700.000000,0.98
22800.000000,0.98
22900.000000,0.98
23000.000000,0.98
23100.000000,0.98
23200.000000,0.98
23300.000000,0.98
23400.000000,0.98
23500.000000,0.98
23600.000000,0.98
23700.000000,0.98
23800.000000,0.98
23900.000000,0.98
24000.000000,0.98
24100.000000,0.98
24200.000000,0.98
24300.000000,0.98
24400.000000,0.98
24500.000000,0.98
24600.000000,0.98
24700.000000,0.98
24800.000000,0.98
24900.000000,0.98
25000.000000,0.98
25100.000000,0.98
25200.000000,0.98
25300.000000,0.98
25400.000000,0.98
25500.000000,0.98
25600.000000,0.98
25700.000000,0.98
25800.000000,0.98
25900.000000,0.98
26000.000000,0.98
26100.000000,0.98
26200.000000,0.98
26300.000000,0.98
26400.000000,0.98
26500.000000,0.98
26600.000000,0.98
26700.000000,0.98
26800.000000,0.98
26900.000000,0.98
27000.000000,0.98
27100.000000,0.98
27200.000000,0.98
27300.000000,0.98
27400.000000,0.98
27500.000000,0.98
27600.000000,0.98
27700.000000,0.98
27800.000000,0.98
27900.000000,0.98
28000.000000,0.98
28100.000000,0.98
28200.000000,0.98
28300.000000,0.98
28400.000000,0.98
28500.000000,0.98
28600.000000,0.98
28700.000000,0.98
28800.000000,0.98
28900.000000,0.98
29000.000000,0.98
29100.000000,0.98
29200.000000,0.98
29300.000000,0.98
29400.000000,0.98
29500.000000,0.98
29600.000000,0.98
29700.000000,0.98
29800.000000,0.98
29900.000000,0.98
30000.000000,0.98
30100.000000,0.98
30200.000000,0.98
30300.000000,0.98
30400.000000,0.98
30500.000000,0.98
30600.000000,0.98
30700.000000,0.98
30800.000000,0.98
30900.000000,0.98
31000.000000,0.98
31100.000000,0.98
31200.000000,0.98
31300.000000,0.98
31400.000000,0.98
31500.000000,0.98
31600.000000,0.98
31700.000000,0.98
31800.000000,0.98
31900.000000,0.98
32000.000000,0.98
32100.000000,0.98
32200.000000,0.98
32300.000000,0.98
32400.000000,0.98
32500.000000,0.98
32600.000000,0.98
32700.000000,0.98
32800.000000,0.98
32900.000000,0.98
33000.000000,0.98
33100.000000,0.98
33200.000000,0.98
33300.000000,0.98
33400.000000,0.98
33500.000000,0.98
33600.000000,0.98
33700.000000,0.98
33800.000000,0.98
33900.000000,0.98
34000.000000,0.98
34100.000000,0.98
34200.000000,0.98
34300.000000,0.98
34400.000000,0.98
34500.000000,0.98
34600.000000,0.98
34700.000000,0.98
34800.000000,0.98
34900.000000,0.98
35000.000000,0.98
35100.000000,0.98
35200.000000,0.98
35300.000000,0.98
35400.000000,0.98
35500.000000,0.98
35600.000000,0.98
35700.000000,0.98
35800.000000,0.98
35900.000000,0.98
36000.000000,0.98
36100.000000,0.98
36200.000000,0.98
36300.000000,0.98
36400.000000,0.98
36500.000000,0.98
36600.000000,0.98
36700.000000,0.98
36800.000000,0.98
36900.000000,0.98
37000.000000,0.98
37100.000000,0.98
37200.000000,0.98
37300.000000,0.98
37400.000000,0.98
37500.000000,0.98
37600.000000,0.99
37700.000000,0.99
37800.000000,0.99
37900.000000,0.99
38000.000000,0.99
38100.000000,0.99
38200.000000,0.99
38300.000000,0.99
38400.000000,0.99
38500.000000,0.99
38600.000000,0.99
38700.000000,0.99
38800.000000,0.99
38900.000000,0.99
39000.000000,0.99
39100.000000,0.99
39200.000000,0.99
39300.000000,0.99
39400.000000,0.99
39500.000000,0.99
39600.000000,0.99
39700.000000,0.99
39800.000000,0.99
39900.000000,0.99
40000.000000,0.99
40100.000000,0.99
40200.000000,0.99
40300.000000,0.99
40400.000000,0.99
40500.000000,0.99
40600.000000,0.99
40700.000000,0.99
40800.000000,0.99
40900.000000,0.99
41000.000000,0.99
41100.000000,0.99
41200.000000,0.99
41300.000000,0.99
41400.000000,0.99
41500.000000,0.99
41600.000000,0.99
41700.000000,0.99
41800.000000,0.99
41900.000000,0.99
42000.000000,0.99
42100.000000,0.99
42200.000000,0.99
42300.000000,0.99
42400.000000,0.99
42500.000000,0.99
42600.000000,0.99
42700.000000,0.99
42800.000000,0.99
42900.000000,0.99
43000.000000,0.99
43100.000000,0.99
43200.000000,0.99
43300.000000,0.99
43400.000000,0.99
43500.000000,0.99
43600.000000,0.99
43700.000000,0.99
43800.000000,0.99
43900.000000,0.99
44000.000000,0.99
44100.000000,0.99
44200.000000,0.99
44300.000000,0.99
44400.000000,0.99
44500.000000,0.99
44600.000000,0.99
44700.000000,0.99
44800.000000,0.99
44900.000000,0.99
45000.000000,0.99
45100.000000,0.99
45200.000000,0.99
45300.000000,0.99
45400.000000,0.99
45500.000000,0.99
45600.000000,0.99
45700.000000,0.99
45800.000000,0.99
45900.000000,0.99
46000.000000,0.99
46100.000000,0.99
46200.000000,0.99
46300.000000,0.99
46400.000000,0.99
46500.000000,0.99
46600.000000,0.99
46700.000000,0.99
46800.000000,0.99
46900.000000,0.99
47000.000000,0.99
47100.000000,0.99
47200.000000,0.99
47300.000000,0.99
47400.000000,0.99
47500.000000,0.99
47600.000000,0.99
47700.000000,0.99
47800.000000,0.99
47900.000000,0.99
48000.000000,0.99
48100.000000,0.99
48200.000000,0.99
48300.000000,0.99
48400.000000,0.99
48500.000000,0.99
48600.000000,0.99
48700.000000,0.99
48800.000000,0.99
48900.000000,0.99
49000.000000,0.99
49100.000000,0.99
49200.000000,0.99
49300.000000,0.99
49400.000000,0.99
49500.000000,0.99
49600.000000,0.99
49700.000000,0.99
49800.000000,0.99
49900.000000,0.99
50000.000000,0.99
50100.000000,0.99
50200.000000,0.99
50300.000000,0.99
50400.000000,0.99
50500.000000,0.99
50600.000000,0.99
50700.000000,0.99
50800.000000,0.99
50900.000000,0.99
51000.000000,0.99
51100.000000,0.99
51200.000000,0.99
51300.000000,0.99
51400.000000,0.99
51500.000000,0.99
51600.000000,0.99
51700.000000,0.99
51800.000000,0.99
51900.000000,0.99
52000.000000,0.99
52100.000000,0.99
52200.000000,0.99
52300.000000,0.99
52400.000000,0.99
52500.000000,0.99
52600.000000,0.99
52700.000000,0.99
52800.000000,0.99
52900.000000,0.99
53000.000000,0.99
53100.000000,0.99
53200.000000,0.99
53300.000000,0.99
53400.000000,0.99
53500.000000,0.99
53600.000000,0.99
53700.000000,0.99
53800.000000,0.99
53900.000000,0.99
54000.000000,0.99
54100.000000,0.99
54200.000000,0.99
54300.000000,0.99
54400.000000,0.99
54500.000000,0.99
54600.000000,0.99
54700.000000,0.99
54800.000000,0.99
54900.000000,0.99
55000.000000,0.99
55100.000000,0.99
55200.000000,0.99
55300.000000,0.99
55400.000000,0.99
55500.000000,0.99
55600.000000,0.99
55700.000000,0.99
55800.000000,0.99
55900.000000,0.99
56000.000000,0.99
56100.000000,0.99
56200.000000,0.99
56300.000000,0.99
56400.000000,0.99
56500.000000,0.99
56600.000000,0.99
56700.000000,0.99
56800.000000,0.99
56900.000000,0.99
57000.000000,0.99
57100.000000,0.99
57200.000000,0.99
57300.000000,0.99
57400.000000,0.99
57500.000000,0.99
57600.000000,0.99
57700.000000,0.99
57800.000000,0.99
57900.000000,0.99
58000.000000,0.99
58100.000000,0.99
58200.000000,0.99
58300.000000,0.99
58400.000000,0.99
58500.000000,0.99
58600.000000,0.99
58700.000000,0.99
58800.000000,0.99
58900.000000,0.99
59000.000000,0.99
59100.000000,0.99
59200.000000,0.99
59300.000000,0.99
59400.000000,0.99
59500.000000,0.99
59600.000000,0.99
59700.000000,0.99
59800.000000,0.99
59900.000000,0.99
60000.000000,0.99
60100.000000,0.99
60200.000000,0.99
60300.000000,0.99
60400.000000,0.99
60500.000000,0.99
60600.000000,0.99
60700.000000,0.99
60800.000000,0.99
60900.000000,0.99
61000.000000,0.99
61100.000000,0.99
61200.000000,0.99
61300.000000,0.99
61400.000000,0.99
61500.000000,0.99
61600.000000,0.99
61700.000000,0.99
61800.000000,0.99
61900.000000,0.99
62000.000000,0.99
62100.000000,0.99
62200.000000,0.99
62300.000000,0.99
62400.000000,0.99
62500.000000,0.99
62600.000000,0.99
62700.000000,0.99
62800.000000,0.99
62900.000000,0.99
63000.000000,0.99
63100.000000,0.99
63200.000000,0.99
63300.000000,0.99
63400.000000,0.99
63500.000000,0.99
63600.000000,0.99
63700.000000,0.99
63800.000000,0.99
63900.000000,0.99
64000.000000,0.99
64100.000000,0.99
64200.000000,0.99
64300.000000,0.99
64400.000000,0.99
64500.000000,0.99
64600.000000,0.99
64700.000000,0.99
64800.000000,0.99
64900.000000,0.99
65000.000000,0.99
65100.000000,0.99
65200.000000,0.99
65300.000000,0.99
65400.000000,0.99
65500.000000,0.99
65600.000000,0.99
65700.000000,0.99
65800.000000,0.99
65900.000000,0.99
66000.000000,0.99
66100.000000,0.99
66200.000000,0.99
66300.000000,0.99
66400.000000,0.99
66500.000000,0.99
66600.000000,0.99
66700.000000,0.99
66800.000000,0.99
66900.000000,0.99
67000.000000,0.99
67100.000000,0.99
67200.000000,0.99
67300.000000,0.99
67400.000000,0.99
67500.000000,0.99
67600.000000,0.99
67700.000000,0.99
67800.000000,0.99
67900.000000,0.99
68000.000000,0.99
68100.000000,0.99
68200.000000,0.99
68300.000000,0.99
68400.000000,0.99
68500.000000,0.99
68600.000000,0.99
68700.000000,0.99
68800.000000,0.99
68900.000000,0.99
69000.000000,0.99
69100.000000,0.99
69200.000000,0.99
69300.000000,0.99
69400.000000,0.99
69500.000000,0.99
69600.000000,0.99
69700.000000,0.99
69800.000000,0.99
69900.000000,0.99
70000.000000,0.99
70100.000000,0.99
70200.000000,0.99
70300.000000,0.99
70400.000000,0.99
70500.000000,0.99
70600.000000,0.99
70700.000000,0.99
70800.000000,0.99
70900.000000,0.99
71000.000000,0.99
71100.000000,0.99
71200.000000,0.99
71300.000000,0.99
71400.000000,0.99
71500.000000,0.99
71600.000000,0.99
71700.000000,0.99
71800.000000,0.99
71900.000000,0.99
72000.000000,0.99
72100.000000,0.99
72200.000000,0.99
72300.000000,0.99
72400.000000,0.99
72500.000000,0.99
72600.000000,0.99
72700.000000,0.99
72800.000000,0.99
72900.000000,0.99
73000.000000,0.99
73100.000000,0.99
73200.000000,0.99
73300.000000,0.99
73400.000000,0.99
73500.000000,0.99
73600.000000,0.99
73700.000000,0.99
73800.000000,0.99
73900.000000,0.99
74000.000000,0.99
74100.000000,0.99
74200.000000,0.99
74300.000000,0.99
74400.000000,0.99
74500.000000,0.99
74600.000000,0.99
74700.000000,0.99
74800.000000,0.99
74900.000000,0.99
75000.000000,0.99
75100.000000,0.99
75200.000000,0.99
75300.000000,0.99
75400.000000,0.99
75500.000000,0.99
75600.000000,0.99
75700.000000,0.99
75800.000000,0.99
75900.000000,0.99
76000.000000,0.99
76100.000000,0.99
76200.000000,0.99
76300.000000,0.99
76400.000000,0.99
76500.000000,0.99
76600.000000,0.99
76700.000000,0.99
76800.000000,0.99
76900.000000,0.99
77000.000000,0.99
77100.000000,0.99
77200.000000,0.99
77300.000000,0.99
77400.000000,0.99
77500.000000,0.99
77600.000000,0.99
77700.000000,0.99
77800.000000,0.99
77900.000000,0.99
78000.000000,0.99
78100.000000,0.99
78200.000000,0.99
78300.000000,0.99
78400.000000,0.99
78500.000000,0.99
78600.000000,0.99
78700.000000,0.99
78800.000000,0.99
78900.000000,0.99
79000.000000,0.99
79100.000000,0.99
79200.000000,0.99
79300.000000,0.99
79400.000000,0.99
79500.000000,0.99
79600.000000,0.99
79700.000000,0.99
79800.000000,0.99
79900.000000,0.99
80000.000000,0.99
80100.000000,0.99
80200.000000,0.99
80300.000000,0.99
80400.000000,0.99
80500.000000,0.99
80600.000000,0.99
80700.000000,0.99
80800.000000,0.99
80900.000000,0.99
81000.000000,0.99
81100.000000,0.99
81200.000000,0.99
81300.000000,0.99
81400.000000,0.99
81500.000000,0.99
81600.000000,0.99
81700.000000,0.99
81800.000000,0.99
81900.000000,0.99
82000.000000,0.99
82100.000000,0.99
82200.000000,0.99
82300.000000,0.99
82400.000000,0.99
82500.000000,0.99
82600.000000,0.99
82700.000000,0.99
82800.000000,0.99
82900.000000,0.99
83000.000000,0.99
83100.000000,0.99
83200.000000,0.99
83300.000000,0.99
83400.000000,0.99
83500.000000,0.99
83600.000000,0.99
83700.000000,0.99
83800.000000,0.99
83900.000000,0.99
84000.000000,0.99
84100.000000,0.99
84200.000000,0.99
84300.000000,0.99
84400.000000,0.99
84500.000000,0.99
84600.000000,0.99
84700.000000,0.99
84800.000000,0.98
84900.000000,0.98
85000.000000,0.98
85100.000000,0.98
85200.000000,0.98
85300.000000,0.98
85400.000000,0.98
85500.000000,0.98
85600.000000,0.98
85700.000000,0.98
85800.000000,0.98
85900.000000,0.98
86000.000000,0.98
86100.000000,0.98
86200.000000,0.98
86300.000000,0.98
86400.000000,0.98
86500.000000,0.98
86600.000000,0.98
86700.000000,0.98
86800.000000,0.98
86900.000000,0.98
87000.000000,0.98
87100.000000,0.98
87200.000000,0.98
87300.000000,0.98
87400.000000,0.98
87500.000000,0.98
87600.000000,0.98
87700.000000,0.98
87800.000000,0.98
87900.000000,0.98
88000.000000,0.98
88100.000000,0.98
88200.000000,0.98
88300.000000,0.98
88400.000000,0.98
88500.000000,0.98
88600.000000,0.98
88700.000000,0.98
88800.000000,0.98
88900.000000,0.98
89000.000000,0.98
89100.000000,0.98
89200.000000,0.98
89300.000000,0.98
89400.000000,0.98
89500.000000,0.98
89600.000000,0.98
89700.000000,0.98
89800.000000,0.98
89900.000000,0.98
90000.000000,0.98
90100.000000,0.98
90200.000000,0.98
90300.000000,0.98
90400.000000,0.98
90500.000000,0.98
90600.000000,0.98
90700.000000,0.98
90800.000000,0.98
90900.000000,0.98
91000.000000,0.98
91100.000000,0.98
91200.000000,0.98
91300.000000,0.98
91400.000000,0.98
91500.000000,0.98
91600.000000,0.98
91700.000000,0.98
91800.000000,0.98
91900.000000,0.98
92000.000000,0.98
92100.000000,0.98
92200.000000,0.98
92300.000000,0.98
92400.000000,0.98
92500.000000,0.98
92600.000000,0.98
92700.000000,0.98
92800.000000,0.98
92900.000000,0.98
93000.000000,0.98
93100.000000,0.98
93200.000000,0.98
93300.000000,0.98
93400.000000,0.98
93500.000000,0.98
93600.000000,0.98
93700.000000,0.98
93800.000000,0.98
93900.000000,0.98
94000.000000,0.98
94100.000000,0.98
94200.000000,0.98
94300.000000,0.98
94400.000000,0.98
94500.000000,0.98
94600.000000,0.99
94700.000000,0.99
94800.000000,0.99
94900.000000,0.99
95000.000000,0.99
95100.000000,0.99
95200.000000,0.99
95300.000000,0.99
95400.000000,0.99
95500.000000,0.99
95600.000000,0.99
95700.000000,0.99
95800.000000,0.99
95900.000000,0.99
96000.000000,0.99
96100.000000,0.99
96200.000000,0.99
96300.000000,0.99
96400.000000,0.99
96500.000000,0.99
96600.000000,0.99
96700.000000,0.99
96800.000000,0.99
96900.000000,0.99
97000.000000,0.99
97100.000000,0.99
97200.000000,0.99
97300.000000,0.99
97400.000000,0.99
97500.000000,0.99
97600.000000,0.99
97700.000000,0.99
97800.000000,0.99
97900.000000,0.99
98000.000000,0.99
98100.000000,0.99
98200.000000,0.99
98300.000000,0.99
98400.000000,0.99
98500.000000,0.99
98600.000000,0.99
98700.000000,0.99
98800.000000,0.99
98900.000000,0.99
99000.000000,0.99
99100.000000,0.99
99200.000000,0.99
99300.000000,0.99
99400.000000,0.99
99500.000000,0.99
99600.000000,0.99
99700.000000,0.99
99800.000000,0.99
99900.000000,0.99
100000.000000,0.99
100000.000846,0.99
