Tempo Decorrido,Lambda
91700.000000,5.00
91800.000000,5.00
91900.000000,5.00
92000.000000,5.00
92100.000000,5.00
92200.000000,5.00
92300.000000,5.00
92400.000000,5.00
92500.000000,5.00
92600.000000,5.00
92700.000000,5.00
92800.000000,5.00
92900.000000,5.00
93000.000000,5.00
93100.000000,5.00
93200.000000,5.00
93300.000000,5.00
93400.000000,5.00
93500.000000,5.00
93600.000000,5.00
93700.000000,5.00
93800.000000,5.00
93900.000000,5.00
94000.000000,5.00
94100.000000,5.00
94200.000000,5.00
94300.000000,5.00
94400.000000,5.00
94500.000000,5.00
94600.000000,5.00
94700.000000,5.00
94800.000000,5.00
94900.000000,5.00
95000.000000,5.00
95100.000000,5.00
95200.000000,5.00
95300.000000,5.00
95400.000000,5.00
95500.000000,5.00
95600.000000,5.00
95700.000000,5.00
95800.000000,5.00
95900.000000,5.00
96000.000000,5.00
96100.000000,5.00
96200.000000,5.00
96300.000000,5.00
96400.000000,5.00
96500.000000,5.00
96600.000000,5.00
96700.000000,5.00
96800.000000,5.00
96900.000000,5.00
97000.000000,5.00
97100.000000,5.00
97200.000000,5.00
97300.000000,5.00
97400.000000,5.00
97500.000000,5.00
97600.000000,5.00
97700.000000,5.00
97800.000000,5.00
97900.000000,5.00
98000.000000,5.00
98100.000000,5.00
98200.000000,5.00
98300.000000,5.00
98400.000000,5.00
98500.000000,5.00
98600.000000,5.00
98700.000000,5.00
98800.000000,5.00
98900.000000,5.00
99000.000000,5.00
99100.000000,5.00
99200.000000,5.00
99300.000000,5.00
99400.000000,5.00
99500.000000,5.00
99600.000000,5.00
99700.000000,5.00
99800.000000,5.00
99900.000000,5.00
100000.000000,5.00
100000.007692,5.00
